AccommodationId,ReviewDate,ReviewId,ReviewerName,Comments
10380625,2018-07-07,351,155777970,Carla,Nice place!!!  The room is smaller than I thought it would be but she let us keep luggage in hall.  She was super helpful when I lost my glasses.  Thank you.
10380625,2018-07-09,352,131965061,Juho,Aoife's place was very stylish and it's location is great! Not far from anything but still very quiet neighbourhood.
10380625,2018-07-15,353,1922139,Peter,Everything went very smoothly and all was as “advertised”. Aoife is a pleasant person who is available if needed yet allows for privacy. She was even kind enough to let me drink her fancy ground coffee.
10380625,2018-07-19,354,192424228,Elisabeth,"Die Unterkunft ist sehr gut gelegen.  Zu Fuß ist man schnell an den wichtigsten Plätzen. Das Zimmer hat eine angenehme Größe für zwei Personen und es ist alles sehr sauber. Die Tipps, Karten und Flyer die wir von Aoife zur Verfügung gestellt bekommen haben waren wirklich super und hilfreich. Alles in allem eine sehr zu empfehlende Unterkunft."
10380625,2018-07-27,355,115908478,Kelsey,Aoife’s place was wonderful! She was quick to respond and had an ideal location to the Temple Bar area. My husband and I truly enjoyed our stay in Dublin! 
10380625,2018-07-30,356,67976424,Kristine,"Aoife is a sweetheart of a host! Very accommodating and sincere. She welcomed us into her home last minute and we are so appreciative! She lives in a cool area, walking distance to a distillery, bar and Camden St. which is a very hip street with all sorts of food and bars. Highly recommend! "
10380625,2018-08-01,357,22566249,Julien,The bedroom matches at the description on the site. The flat is very in a good district and we can park the car in a secure private parking.Aoite was flexible for our arrival and departure time of the flat.
10380625,2018-08-05,358,92829985,Justin,"location was fantastic!  easy to walk around and lots of public transportation.  she was a lovely host,  very helpful!  would definitely recommend!"
10380625,2018-08-15,359,170382269,Agnès,"Very well located, and very pleasant host. "
10380625,2018-08-18,360,20577214,Julie,Appartement très bien tenu et très bien situé à Dublin. Bon a savoir il y a une place de parking gratuite avec la chambre ce qui n’est pas négligeable à Dublin (et qui plus est dans la résidence sécurisée)!!Seul bémol le lit un peu petit pour deux personnes.
10380625,2018-08-26,361,66411587,Akansha,"Aoife's place is perfect for a single traveller or a couple - It's close to all attractions, has ALL amenities a stones throw away and the house itself is a very very well kept, clean apartment with everything you will need. It's a small but very cozy space and Aoife's tips will definitely help in making the best out of your visit in Dublin."
10380625,2018-09-07,362,183563693,Laura,Very nice and cosy. Terrific location and for us the secure parking space was a big plus.
10380625,2018-09-13,363,212832563,Anouk,"Very Nice room at a great location. you can walk to all of the great places in Dublin. Aoife is very kind, good  hospitality."
10380625,2018-09-16,364,49466355,Chloe,"Aoife's home is a wonderful gem in the heart of Dublin. Walking distance to everything, cozy and stylish home and a lovely host! Aoife was super quick to respond to all of my questions and had a map with recommended places to go. It was the perfect spot for a weekend exploring the city."
10380625,2018-09-20,365,149450901,Jonny,Nice place to stay right in the city centre near all the main parts of the city and everything you'll need for a short vacation in Dublin.
10380625,2018-09-27,366,144410212,Irene,"We immediately noticed Aoife’s a super host: she welcomed us recommending a place where to eat  before going to her house and then, once getting into it, she showed us some brochures about the things to do in the city and outside. She left us room and she was very kind to us. The position of the house is perfect, close to the main touristic points in Dublin. Our experience is absolutely positive. Thank you Aoife!"
10380625,2018-11-09,367,162683694,Matthew,"Aoife lives in a nice, very secure, and quiet location. Transit buses are readily available nearby to access popular sites and eateries. However, I walked throughout the city from her place, including the Temple Bar area."
10380625,2018-11-11,368,2771609,Casey,Aoife was such an incredible host (she even cooked me breakfast ). Thank you for making my stay so fun in Dublin!
10380625,2018-11-24,369,5188623,Blair,"Aoife was really welcoming and kind! Aoife was really helpfully by giving us travel tips and accommodations! Her place is super safe, stylish, and in an excellent location!"
10380625,2019-01-10,370,171084401,Finn,Aoife's flat is in a perfect location close to the heart of Dublin. Aoife is a welcoming and helpful host. Really enjoyed our stay.
10380625,2019-01-24,371,99864287,Henry,"Great place to stay! Central location, clean, thoughtful touches and comfortable. Aoife made everything easy and I would recommend her place to anyone."
10380625,2019-01-28,372,40021396,Elisa,"La casa di Aoife è molto carina, in ottima posizione, ben arredata e completa di tutto quello che serve. Ci siamo trovati molto bene. Grazie!"
10380625,2019-02-04,373,216611185,Tony,"A comfy bed in a room with no traffic noise and secure parking available.  An apartment key is provided. Tea/coffee making facilities in the room for guests with lots of tourist information provided by Aoife.  A pub, cafe, shops and buses within 100 metres. 10-15 minutes walk to Grafton Street."
10380625,2019-02-11,374,179289568,Laura,"Really friendly and welcoming host, great location and cosy room. Clean place, high speed internet and very quiet. I highly recommend Aoife's place!"
10380625,2019-02-16,375,145881520,Katie,"I stayed at Aoife’s Place on my first solo trip. The check in process was very thoughtful and she provided me with maps and locations of some of the local spots to eat/shop. You get your own key to the apartment to come and go as you please which I loved because I had coach tours that started as early as 630am. The room is cozy and has all the amenities you need, like a electric kettle and multi plug charging bar. There was also a heat register so you could control if you wanted the room warmer. Her apartment was very conveniently located and was serviced by a bus stop that would take you to most areas of Dublin in a short 15 min ride. It does have 2 flights of stairs to walk up to reach the actual apartment (if you have any challenges with this - I did not) Overall, my stay was fantastic and I was able to see/do what I wanted in Dublin comfortably from Aoife’s Place. Thanks again!!"
10380625,2019-02-20,376,898281,Justine,Wonderful location. Cute apartment. Responsive host!
10380625,2019-02-24,377,44405194,Jen,Aoife is a great host! It was my second stay at her wonderful apartment. She's great! I will definitely come again. If she's not already annoyed by me 
10380625,2019-02-26,378,17693278,Tom,Aoife is an excellent host! Very responsive and accommodating. Her place is very comfortable.
10380625,2019-03-06,379,100033307,Rich,"I found Aoife's place to be perfect as a solo traveler. Aoife provided excellent directions from the airport well in advance of my trip and promptly checked me in. I had no trouble walking from this location to the common areas of interest in the city. Also, Aoife was able to provide me with recommendations for anything that I was interested in. If I'm back in town I'll certainly be looking to book this place again."
10380625,2019-03-10,380,233634370,Jill,"Een erg schone kamer en badkamer en van alle gemakken voorzien. We mochten ook gebruikmaken van de koelkast. De locatie is prima, 10 minuten lopen vanaf het centrum met een supermarkt om de hoek.Het bed is echter wel wat aan de kleine kant.Wij hebben ons welkom gevoeld :)"
10380625,2019-05-11,381,22642429,Anna,Everything was very good!
10380625,2019-05-19,382,73927862,John,Helpful and Great location
10380625,2019-05-22,383,57459874,Nicole,"Aoife's place is fantastic! The location of her apartment is absolutely perfect - just a few blocks from St. Patrick's Cathedral. Staying in her place really made me feel like I was a local. She has a great list of recommendations for your stay in Dublin, it was super helpful. I'd absolutely stay with her again next time I'm in Dublin!"
10380625,2019-05-27,384,37241486,Cadene,"Perfect location! Super convenient. You can walk to Temple Bar in moments,  walk to a grocery and more coffee shops and restaurants than anyone could visit in a lifetime. Aoife could not have been more helpful. Definately a tight room for 2 with our big vacation baggage but the rest of the place is spacious."
10380625,2019-06-12,385,92834083,Franziska,"Aoife is a really great host. She gave us a lot of tips where to eat and where to go. The room was comfy and the flat cozy. The flat is situated in a quiet area, but still really central. We had a lovely time in Dublin and at Aoifes place."
10380625,2019-06-14,386,16151614,Mary,Aoife is a generous organized host. Everything was easy and I felt comfortable coming in by myself for the visit. Thank you Aoife!
10380625,2019-06-17,387,37657073,Oliver,Very good place to sleep. Only a short distance to the most interested places in Dublin.
10380625,2019-06-21,388,9211964,Michael,"Small room, not really suitable if you're not a couple. Communication with Aoife was very good. Quite area, with lots of shops and pubs with short walking distance."
10380625,2019-06-23,389,61973321,Caitlin,What a great location! Cosy space with everything necessary. Cute pug to greet us too was an added bonus :) definitely recommend
10380625,2019-06-29,390,33624096,Tim,Great location for Temple Bar and lots if local places of interest. Superb coffee and breakfast in the Two Pups cafe at the bottom if Francis Street.
10380625,2019-07-05,391,1262960,Rubin,"Aoife è davvero super. La stanza pur ridotta soddisfa ampiamente il soggiorno nella bellissima Dublino. Vantaggi dell'appartamento sono il parcheggio privato, la posizione centralissima, la quiete del giardino interno.... Non c'è niente di più da desiderare. Ahhh dimenticavo la piccola cagnolina, silenziosa ma sempre, se stuzzicata, a concedere tante coccole. Grazie Aoife"
10380625,2019-07-21,392,28910584,Nadine,"Ich hatte eine gute Zeit bei Aiofe. Das Zimmer sieht aus, wie auf den Bildern. Es ist zwar klein, aber gemütlich und ausreichend für eine Person. Obwohl Aiofe die ersten Tage nicht da war, hat der Check-in reibungslos funktioniert. Aiofe selbst ist wirklich unkompliziert und eine tolle Gastgeberin. Auch die Lage war Top. Alles ist fußläufig zu erreichen. Ich kann die Unterkunft sehr empfehlen!"
10380625,2019-07-24,393,3097714,Michael&Mei-Su,Nice place in a very good location.
10380625,2019-08-01,394,64116956,Cara,"What a cute place! And great location for walking to the places we wanted to go -- Temple Bar District, Trinity College for Book of Kells, St. Patrick's Cathedral, taking the DART train, etc. Excellent coffee, and a cute pug to greet you:)"
10380625,2019-08-05,395,135791419,Maria,Lovely stay at Aoife's. And Pumba the pug is adorable!!
10380625,2019-08-07,396,15761856,Moira,Cosy and clean
10380625,2019-08-11,397,26243499,Bruno,It is a very nice place in a very well located spot in Dublin. Aoifa is a great host!
41501818,2020-02-21,398,330224249,Zuza,"Dave is a great guy. We were welcomed with a lil surprise but I won't give you a spoiler! Let's say it was Irish style. Communication with him is great, as he responds very quickly and leaves funny notes - once we got delicious cookies with one. Importantly, Dave respects privacy and we highly appreciated that."
10380625,2019-08-22,399,75480040,Michelle,"Perfect location, newly remodeled bathroom, nice touches like tea in our room. Great place. Aoife assisted us with ordering a cab, references to great pubs, and made us feel comfortable during our stay. We did have trouble getting in the room to get the keys on day 1. It is a gated apartment complex. You must ring the room to let someone know you are there."
10380625,2019-08-30,400,266799221,Bjarne,Very nice apartment and a very nice area.I can recomment Aoife and this apartment to all.If the apartment is free next time im in Dublin i will stay there for sure Kind regards Bjarne
10380625,2019-09-08,401,13525356,Heissenhuber,Sehr zu empfehlen!
10380625,2019-09-15,402,10440454,Courtney,"Aoife's place is great for travelers that want to explore Dublin! we slept well at night, the place is quiet, although it's just steps away from pubs and cafes. The apartment is small and cozy, kept super clean and tidy and she has the cutest little pug dog."
10380625,2019-09-20,403,146419391,Elodie,Bon séjour. La chambre et la salle de bain étaient très propres.
10380625,2019-10-02,404,2390981,Ferenc,"The place is comfortable and really well located. It's close to almost everywhere. Aoife is good hostess, she has lots of information and easy to contact."
10380625,2019-10-04,405,70081759,Mark,"Aoife is friendly and helpful and her place is convenient to most everything — especially St. Patrick's, which is just around the corner. Easy, but stimulating walks to Temple Bar, Grafton Street and to the north of the river. Great breakfast just up the street at The Fumbally, a recommendation of Aoife's; ate breakfast there twice and stopped in for coffee and cake one other time. Just a couple of blocks in the other direction from Aoife's is Spitalfield's, a fairly new place managed by a great guy (Declan) and with a great upscale menu, a fine selection of Irish whiskeys and friendly, knowledgeable bartenders. Aoife's is perfect for a solo traveler, plus there's Pumba the pug. Wonderful host, wonderful location, wonderful time."
10380625,2019-10-06,406,145672401,Jacob,Aoife's place is in an ideal location. 15min walk to literally anything you want to do or see in Dublin.
10380625,2019-10-10,407,279822547,Rhonda,Close to everything. Aoife is so very sweet and her pug puppy is a hoot!
10380625,2019-10-12,408,89569945,Noelle,"This is The place to stay while in Dublin! Exactly as described, a cozy room with a double bed. The place itself is stylish, neat, clean, and literally close to the places we wanted to go! We walked all over Dublin and this was the perfect place to relax at the end of the day. My husband and I spent two nights here at the beginning of our trip to Ireland and Aoife was very helpful and kind. She responded quickly to messages too. When we arrived we thought that her place was a blue door with a #20 on it, down the road a bit. There is a gate to enter the apartment complex where there is parking (free) there. Overall we will definitely look for Aoife's place on airbnb if we stay in Dublin again!"
10380625,2019-10-20,409,268529254,Emma,Aoife were really helpful and everything went very smooth. The place is super nice and clean and I experienced no problems what so ever. Great location. And the dog is super cute and friendly.
10380625,2019-10-23,410,141842809,Abbey,"Really nice place, great location and an adorable little Pug to pat!"
10380625,2019-10-28,411,284662528,Tony,"Nous avons réservé pour un week-end prolongé fin octobre, Aoife nous a super bien reçu et conseillé pour la découverte de Dublin. L’emplacement est idéal pour se déplacer à pied car c’est situé près du centre, et super calme pour dormir.Je recommande vivement et je reviendrai avec plaisir."
10380625,2019-11-08,412,422638,Tabatha,"Aoife’s place is the perfect place from which to start your Dublin adventures. The apartment is walking distance to everything and close to cute restaurants and shops. The apartment is clean and cozy, and playing with Pumbaa is a great way to spend time between adventures. Aoife is probably the best AirBnB host I have ever had, she was quick to respond to all messages, came and let me in early, had lots of great tips and hints for enjoying my four days in Dublin and was interesting to chat with. I would stay here again in a heart beat."
10380625,2019-12-01,413,39766024,Sophie,Aoife's flat is gorgeous and spotless.  It is in an amazing location with great local spots around. Would highly recommend a stay here!
10380625,2019-12-07,414,9599195,Sarah,"Fine place, quite small but location and peaceful courtyard does the trick"
10380625,2019-12-09,415,42605196,Marie-Armelle,Chambre bien située. Aoife a été à notre disposition pour faciliter la remise des clés.
10380625,2020-01-02,416,52900644,Sylvia,"Wonderful place to stay! Close to the city center, calm and clean.Aiofe is a great host!"
10380625,2020-01-18,417,172569564,Katrina,Best Airbnb experience ice ever had 
10380625,2020-01-31,418,310111853,Zach,Very good stay and experience as 1st time Airbnb'ers!! Aoife was an attentive and welcoming host - we can recommend her!!
10380625,2020-02-22,419,200623845,Sylvia,Great place in an awesome location.
10380625,2020-03-08,420,248587030,Charlélie,"Parfaitement situé à côté de la cathédrale Saint-Patrick, l’appartement est bien équipé et propre. Aoife a été disponible, attentionnée et discrète. Je recommande ! Merci encore "
10380625,2020-03-15,421,13198708,Sarah,"Tolle Lage, direkt neben der St. Patricks Cathedrale. Schöne kleine aber feine Wohnung. Alles top sauber. Hat sogar ein Haartrockner. :)Die Gastgeberin ist sehr hilfsbereit & freundlich.Jederzeit gerne wieder."
41501818,2020-02-29,422,275156532,Olivia,Cozy place and within walking distance to the city center.
38833329,2019-09-29,423,14137372,Gregory,Amalia was a great host! She welcomed me late night into the home when my flight got delayed. The room is perfect and clean. I highly suggest staying with Amalia :)
9912531,2016-02-14,424,12763146,Vito,"Angelique was extremely friendly. Her place felt like a home away from home, it's quite spacious and well furnished (and on her sofa you will find the softest blanker ever! :D). It's very easy to walk to the city centre (15 mins or so) or get to/from the airport from there.I'd recommend it!"
9912531,2016-02-17,425,15706107,Helen,The host canceled this reservation 31 days before arrival. This is an automated posting.
9912531,2016-03-19,426,31002625,Chris,"I had the chance to stay at Angel and Sebastien’s Airbnb for a few nights. They were extremely helpful on check-in and tips, they even provided their portable speak, coffee, and tea for us. It was very easy to communicate and reach them when I had questions. The location of the Airbnb is a very short walk from the centre of the city with a groceries store right outside. My trip in Dublin was one to remember and this would not have been the case if I did not stay here. I would recommend this place to others."
9912531,2016-03-29,427,16715333,Anna,"Sweet Place in Dublin was indeed sweet - the apartment is very cozy and comfy, and well located within walking distance of most landmarks. Angel was extremely helpful at all times and checked up on us to make sure everything was OK. Checking in and out was smooth and we had no problems whatsoever with anything in the place. Kudos and recommended!"
9912531,2016-05-08,428,63769187,Julianne,"We had a very pleasant experience staying at this apartment. The address listed was not accurate if you put it into (Hidden by Airbnb) Maps, but Angelique was in contact and we were able to meet up with little difficulty. The apartment was clean and very comfortable. She showed us how to use the keys properly, as well as the shower and facilities in the apartment. She helped us hook up to the WiFi and gave us maps and pamphlets to look at for things to do while in Dublin. Angelique remained in contact with us throughout the trip to make sure we were okay in the apartment. Leaving the keys were no problem, and we would love to stay here again."
9912531,2016-06-05,429,12093407,Christine,"Sebastien greeted us and made sure we had everything we needed - very sweet and welcoming. The place was a little further away from the city center but was a great little place to spend our final nights in Dublin. Apartment was a nice size and was clean. Door can be a little tricky to figure out - make sure one of the hosts show you. Otherwise, no complaints!"
38833329,2019-10-10,430,165674109,Diane,"Amalia's place was terrific. 15-20 minute walk into center of city.  Comfy bed and great water pressure. Amalia was friendly, helpful and understanding when my flight was late. I would stay again and recommend to others."
38833329,2019-10-13,431,100622595,Rick,"Location perfect for city traveller, the host is amazingly responsive.Would stay again without a doubt."
38833329,2019-12-02,432,15535671,Robin,Amalia is really fun and good hearted. The place location is perfect and everything is clean and well equipped. Had a wonderful time.
38833329,2019-12-08,433,10946899,Giulia,"Super nice and cozy room close to the city center offering every comfort. Amalia was very polite, outgoing and friendly. Very much recommended!"
45429319,2020-10-11,434,2132101,Wynand,Super clean. Quiet neighbourhood. Super host. I will rate this stay as absolutely great.
37810719,2019-09-30,435,6734369,Megan,"Ieva’s apartment is perfectly located in Dublin. It was easy to walk everywhere - to all the big landmarks - in under 15 minutes. It was cozy, super clean and came with the cutest and friendliest cat. I highly recommend her apartment to anyone who wants easy access to great live music, food and cafes. Ieva was stellar with communication - quick to answer messages prior to and during our stay."
37074833,2019-07-29,436,84668755,Alan,"We enjoyed everything about staying with Karen, and are honored to be her first guests.  She's thoughtful, considerate, and has everything a guest could need.  Her country farmhouse is wonderful, with friendly dogs, cats, and 4 chickens.  And we really enjoyed watching the sunset outside with a nice fire in the firepit.  It's one of our favorite Airbnb's ever!"
7954546,2015-08-26,437,9770575,Óscar,"El anfitrión Paul es increíblemente atento y simpático.Fue una experiencia muy agradable. El apartamento esta creo en el mejor sitio. Con vistas al río, camas cómodas, todo nuevo, volveré.Esta ubicado en el centro pero sin ruidos, todo muy cerca, y muy seguro. En frente de Temple Bar, pero sin estar encima. Cruzando el puente."
7954546,2015-09-03,438,28328181,Chris,"Paul was an amazing host. He was very prompt with all communication, and catered to all our needs. He was very friendly and happily offered up his experience on the best places to eat and drink in Dublin. The place was clean, spacious, well-stocked and exactly as described. The apartment was in an excellent location too. There were some very cool places to eat nearby (I highly recommend brother hubbard, the food and coffee is fantastic) and everything in Dublin we wanted to see was minutes away by foot. The view from all rooms over the river Liffey is excellent and Temple Bar is just across the bridge for those so inclined.Overall a really great stay, and I’d happily choose this place again when I return to Dublin."
7954546,2015-09-07,439,41643931,Kirstin,"Had a great first experience of Airbnb with Paul as our host. All communication was very efficient, Paul met  us on arrival and emailed with further information on Dublin during our stay. The apartment is immaculate and in a fabulous spot from where you can walk in minutes to the centre of town across the River Liffey -it was also very secure which was important for ladies travelling alone. We were left cereals, fruit, milk, bread, coffee etc which was very welcome. If coming back to Dublin would definitely make Paul's apartment the first choice. There are great cafes right next door to the apartment. "
7954546,2015-09-11,440,42503163,Giulia,"Best location and one of the most lovelly apartment I've ever been to. Paul is a very nice host, he made sure that everything was perfect for us.  Highly recommend his apartment."
7954546,2015-09-14,441,11367884,Thomas,Our trip and Paul´s appartment were a great experience. Everything is as described and we felt like at home. Paul is a quick and helpful communicator who was really interested in supporting us to have a pleasant stay. The unique location of the appartment close to river and tempelbar was ideal for us. We strongly recommend.
7954546,2015-09-17,442,42950644,George,"Paul and Nico were great. Very friendly, helpful, communicative. Apartment is very clean and nice, even better than described. Highly recommended."
7954546,2015-09-21,443,33763027,Ed,"The flat is just what we wanted, very conveniently located, clean and comfortable, and at a very reasonable price. Paul was a great host going above and beyond to make sure we had everything we needed. I would definitely recommend."
7954546,2015-09-23,444,23597969,Miriam,"The listing was accurate and the neighborhood is great - right in the heart of dublin next to the bridge and temple bar area so it was great to walk around. The issue was that the hot water and shower head were not working. The apartment fits 4 and my group was a total of 4. One of us started showering first with very low pressure and then when the 2nd started to shower, the head of the shower didn't work at all. She just showered with the bath faucet and a couple minutes later, it was just cold water. We didn't get hot water until Paul came in to check it out. Afterwards, another one used the shower once and then when the last girl went into shower, there wasn't any hot water again, even when we turned on the boost, and then the water pressure was very very weak. Everything else was fine but not being able to get a nice hot shower while traveling in colder weather was a damper to the drip. "
7954546,2015-09-25,445,42182353,Mick,"This was the first time I've used Airbnb and it was great, I'll definitely use it again. Right from the start, before I even made the booking, Paul was very helpful. I communicated via email and he always responded quickly. After the booking was confirmed Paul continued the good communications and helpful advice. We had a problem with our flights but managed to let Paul know.  Paul and Nico were very helpful guiding us to the apartment door by phone and letting us check in later than agreed.  We also had to do the checkin very quickly (two minutes!) as we had to drop our bags and run to get to the theatre on time for the show we'd booked. The apartment was very clean with good facilities, very secure and perfect for our needs. My mother has difficulty with stairs but there are lifts so being on the third floor was no problem. The location was perfect, right in the centre of the city. Fantastic views over the river to the Temple Bar area. Three of us in my party had no problem sleeping but my wife is a very light sleeper and couldn't sleep because of the noise from the street and from Temple Bar. If you're a light sleeper take ear plugs!  We only ate breakfast in the apartment for which there was plenty of choice of cereals, bread, eggs, tea, coffee, etc. The kitchen was well equipped if you wanted to do more than just breakfast. Some people have mentioned difficulty with the shower and there is undoubtedly a knack to it. I found that lying the shower head in the bath then turning the water on and waiting for it to flow from the shower before turning the pump on worked fine. We really enjoyed our stay and would definitely recommend Airbnb and Paul’s apartment in Dublin.  Thank you very much Paul and Nico."
7954546,2015-09-26,446,41509841,Tamika,Excellent apartment. The location was perfect and Paul was a great host. We would definitely recommend!
7954546,2015-09-27,447,10528062,Andrew,"Paul was a very welcoming host, who graciously met us at the apartment upon our arrival, despite fairly last minute changes to our plans. We arrived earlier than scheduled and the apartment wasn't quite ready yet, but he was still able to accommodate us and let us in to drop off our stuff and collect the keys. The apartment is perfectly situated, within close walking distance to anything and everything! Very spacious and well maintained - Paul was also kind enough to buy some breakfast food for us. Overall, great apartment, great host, and would definitely recommend!"
7954546,2015-09-28,448,7757298,Mary,"We had such a great time at Paul's place in Dublin. Everything was perfect from the location, to the fresh flowers and fresh fruits, to the comfortable and quiet rooms. Would stay again in heartbeat. Thanks. "
7954546,2015-09-29,449,8899335,Matt,"Paul was a great host, very friendly and helpful.  The apartment is very clean, perfectly located and very tastefully decorated.  Paul goes above and beyond.  I highly recommend this place."
7954546,2015-10-02,450,29172191,Shanee,"Wonderful stay at a really lovely apartment. Paul was extremely nice and accomodating and always available, the apartment is really lovely and comfortable as well as exceptionally clean and above all is in the perfect location.The water pressure in the shower isn't good if that bothers you, but other than that, everything was great!"
7954546,2015-10-04,451,22422023,Ronald,"Paul was flexible and accommodating.  Provided us with great instructions and also a couple extra perks (which were greatly appreciated).  The unit is in a great location (FYI, to avoid confusion the address is Ha"" Penny Bridge House, unit 40 and not 40 Ha' Penny Bridge).  Cafes right downstairs, great restaurants in walking distance, nightlife right across the bridge, and close proximity to sites.  We were happy with our stay.Note: This is an older unit but very clean and spacious.  The shower is hot but water pressure is definitely lower.  "
7954546,2015-10-06,452,41934781,Jo,Really great location in amongst everything and friendly host. Paul allowed us early access just to drop the bags off which was really useful. The apartment is a little spartan but has most things. There's no TV which isn't a massive issue but would have been nice to have. Road can be noisy but that was expected. All in all a nice comfy and convenient base for our short stay.
7954546,2015-10-09,453,16490275,Mario,"Paul was a great host. He was always kind and helpful and solved every issue with elegance.The apartment is fantastic (clean and well furnished) and the position is ...like 30sec from everything. In the mornings there are beautiful places nearby to have breakfast (as Italian I advise to go to the ""Il Fornaio"" for a great cappuccino). Temple Bar is just a hip away...I hardly believe there is a better way to visit Dublin (and surroundings) then Pauls apartment."
7954546,2015-10-11,454,42730151,Trisha,"We just wrapped up our stay in Dublin and I have to say Paul's place was perfect for us! Centrally located, very well kept and warm blankets on the bed. Paul was very responsive to my communications and was a very gracious host. We even had fruit, eggs, milk and bread to get us started. Fresh flowers in the house was a nice touch. If I find myself in Dublin, Paul's place is top of my list. Thank you for making our introduction to Ireland a splendid one. "
7954546,2015-10-15,455,41127358,George,"Lovely place in the perfect location. Close to the sight seeing bus stops, restaurants and the Temple Bar pub area. Paul was a great host. "
7954546,2015-10-16,456,44382787,Jeani,There was a small hiccup as our flight was delayed. With the help of some very kind neighbors we were sorted in no time. Paul has a beautiful space in a great location. It was very clean and had everything you would need available. He also offered some advice on places to see and where to eat. We had a great stay.
7954546,2015-10-20,457,30070525,Shell,"Apartment was lovely in a great location as described, everything we needed for our brief visit. Thanks paul for leaving us bread, coffee, milk etc .Paul met us on arrival and provided us with all we needed to know as well as local recommendations."
7954546,2015-10-22,458,33043399,Christopher,Super nice and very helpful. The apartment was clean and right smack in the middle of everything. Only flaw was low water pressure in bathroom. Would stay there again in a heartbeat 
7954546,2015-10-24,459,1321640,Allison,"Paul was so welcoming, with a great smile, very responsive, and even goodies like bread and fruit in the apartment.  He let me check in early because I was dead from the flight, and even carried my bag upstairs for me!  The apartment is exactly as described with that terrific location.  It is a pretty basic rental property.  Beds are comfy and lounge is a good hang out spot.  Wifi is good.  Water pressure is abominable but Paul warned me about that. The first night something with club music went on until 3:30am but the second night all was quiet early.  "
7954546,2015-10-27,460,42472963,Sarah,"Fantastic weekend away in Dublin. Perfect location across the road from Temple Bar. Paul was a wonderful host, meeting us after our late flight to show us the accommodation, complimentary breakfast food which was a lovely touch. When we are in Dublin again we would definitely stay here. "
7954546,2015-10-28,461,46885198,笑,The room is clean and big. Paul prepared everything you need. Nice house!
7954546,2015-10-30,462,2925882,Natasha,"GREAT location and lovely apartment.  It couldn't be closer to everything.  The space was clean and well-maintained.  Nice touches of having breakfast provided!  We had some plumbing problems that Paul took care of right away.  Make sure you know how to work the heater system - we got that wrong and didn't have hot water one morning, but once we were shown it was fine!  Highly recommend for a great area to stay in Dublin!"
7954546,2015-11-02,463,2567676,Jill,"Paul gives an accurate description of his place.  It is so central to everything that we didn't use public transport at all.  Being central meant that our sleep,was disturbed by late night revellers -but it was Halloween, a big event in Ireland. The apartment is very comfortable.  The only improvement could be better water pressure in the shower but this seems to be common everywhere in Ireland!Paul made us feel very comfortable, greeting us when we arrived (early) and kindly allowed us to leave our luggage after the check out time as we had a late flight. The place was spotlessly clean and suited us four adults. Would certainly stay here again."
7954546,2015-11-08,464,42700936,Zerena,"Paul made us feel very welcome, leaving breakfast and tea and coffee etc and he was very accommodating allowing us to leave our luggage in the apartment after the checkout time.  The location of the apartment is perfect and you can explore all of the main sites by foot. There are also lots of amenities close by with shopping centres, supermarkets and restaurants all a stones throw away. The apartment also has really good security which was very reassuring for us staying with 2 children"
7954546,2015-11-09,465,16322158,Severine,"Lovely, warm flat, very well located in the city center of Dublin! "
7954546,2015-11-17,466,44361382,Megan,"My first experience with Airbnb and Paul was a wonderful ambassador. The apartment was clean, the fridge had breakfast essentials, and the table has a wonderful bowl of fruit. Paul was attentive and very generous in his suggestions for sightseeing. The trip was a pleasure."
7954546,2015-11-19,467,31232665,Victoria,Great location! Spent two nights here and all the main attractions are walking distance of the apartment. Would stay here again! 
7954546,2015-11-23,468,24978122,Emma,"WOW! What a location, everything that you could possibly need for a weekend away just a few minutes walk from the apartment and if you enjoy people watching you could spend hours watching the comings and goings over the Millennium Bridge.The kitchen basics provided were appreciated, and it meant that we were able to have breakfast and get going each morning.Free Internet access enabled us to research our next step.Excellent communication from Paul from the moment of booking and I really felt that I could contact him at any point should we have any questions. I wouldn't hesitate to stay again if I found myself in Dublin. "
7954546,2015-11-27,469,41098936,Kati,"The apartment is in an ideal location. Dublin is right outside your front door.  There are several eateries within steps, and Temple Bar area is right over the bridge.  We walked everywhere we needed to go, even to train station for some trips outside of the city. We found everything to be exactly as pictured and very clean and comfortable.  Paul was easily accessible and responsive via e-mail."
7954546,2015-12-01,470,7193144,Amélie,"The appartment was really nice, very clean and big enough to host all 4 of us. It was right accross Temple Bar, a couple feet away accross the bridge. Paul was really nice, very welcoming and looking after our comfort. He offered breakfast, fruits, games, readings and maps, all you nees for a perfecg stay in Dublin! We highly recommand his appartment :)"
7954546,2015-12-04,471,46650011,Brian,"We had a wonderful stay. The flat was very clean, up to date and very comfortable. The location was perfect and the neighborhood was nice. Close to everything. I would highly recommend this property. "
7954546,2015-12-05,472,49339079,Lindsay,"Lovely apartment & great location! Paul was a very welcoming and helpful host, will definitely be back again! :) "
7954546,2015-12-07,473,43961666,Christina,"Clean apartment. Excellent location, right in the centre of Dublin, 2 mins from Temple Bar. Paul was great at communicating, very quick email response. The tea, coffee, milk and eggs in the fridge was a lovely touch. Very accommodating, allowed us to drop our bags at the apartment before check-in time. Would definitely stay here again and would recommend to friends. "
